,code,name,roe,net_profit_ratio,gross_profit_rate,net_profits,eps,business_income,bips
50,600039,四川路桥,28.04,3.92,12.9642,87.9712,0.5864,2241.0443,14.9402
51,600641,万业企业,27.91,96.2,47.1268,281.4038,0.7649,292.4914,0.7951
52,600503,华丽家族,27.68,18.95,43.1894,24.8636,0.3551,131.1687,1.8738
53,600779,水井坊,26.39,13.97,33.4391,178.9672,0.4391,1280.5585,3.1422
54,600581,八一钢铁,26.39,4.62,15.7762,120.9895,0.4329,2618.1491,9.3696
55,600015,华夏银行,26.35,10.3,22.4098,383.5607,0.1534,3723.7691,1.4895
56,600392,盛和资源,26.22,7.82,12.2002,10.4107,0.2155,133.0884,2.7554
57,600572,康恩贝,26.16,18.48,73.5693,35.9328,0.3696,194.4064,2.0
58,000078,海王生物,26.1,30.92,78.9593,61.5335,0.4027,198.9812,1.3022
59,600525,长园集团,25.93,23.18,57.1155,24.2951,0.3259,104.8033,1.406
60,000518,四环生物,25.88,28.31,35.5438,53.0161,0.3964,187.2468,1.4
61,600319,亚星化学,25.74,13.98,25.6086,70.2979,0.2983,502.6168,2.1334
62,600510,黑牡丹,25.73,7.13,16.8021,62.6815,0.5797,878.5794,8.1256
63,600439,瑞贝卡,25.69,7.73,18.5812,22.0512,0.3341,285.0305,4.3186
64,000810,创维数字,25.52,17.91,18.2411,43.2182,0.5849,241.2345,3.265
65,600432,*ST吉恩,25.46,10.76,40.8197,34.4191,0.2647,319.597,2.4584
66,600584,长电科技,25.39,7.92,22.8227,33.8974,0.265,427.7623,3.3452
67,600449,宁夏建材,25.33,21.55,41.7902,28.7576,0.3834,133.3874,1.7784
68,600583,海油工程,25.19,11.96,20.8998,83.4243,0.4907,697.2798,4.1016
69,600428,中远海特,25.13,16.93,24.0461,81.7874,0.3555,483.0858,2.1003
70,600517,置信电气,24.93,12.08,33.1524,15.5589,0.2837,128.7924,2.3489
71,600310,桂东电力,24.9,11.62,20.6454,46.5133,0.4162,400.1368,3.5806
72,600207,安彩高科,24.78,25.06,44.3384,528.0717,1.2001,2106.5866,4.7876
73,000004,国农科技,24.74,16.79,36.7487,22.0064,0.262,131.0066,1.56
74,600256,广汇能源,24.58,20.54,27.7485,147.9053,0.418,719.9252,2.0349
75,600576,万家文化,24.51,6.36,17.7025,38.9905,0.2907,612.7899,4.5698
76,600739,辽宁成大,24.34,14.19,16.1047,173.8979,0.7024,1224.8328,4.9473
77,600423,*ST柳化,24.24,6.4,19.4333,24.9551,0.2875,389.7109,4.4904
78,600601,方正科技,24.12,4.62,13.6392,124.8314,0.6688,2698.5273,14.4597
79,000858,五粮液,24.08,19.42,51.1643,768.1121,1.6002,3953.6401,8.2367
80,600340,华夏幸福,24.03,14.43,40.867,14.4184,0.2403,99.8696,1.6644
81,600527,江南高纤,23.81,6.01,14.1001,11.909,0.2381,198.1007,3.9619999999999997
82,600518,康美药业,23.61,6.96,20.4595,24.5527,0.465,352.4015,6.6742
83,600674,川投能源,23.58,20.66,24.3587,123.1529,0.5102,595.898,2.4687
84,000806,银河生物,23.56,30.85,50.3038,87.5811,0.4139,283.8403,1.3415
85,600522,中天科技,23.46,11.69,26.5394,35.4419,0.2562,303.1617,2.1919
86,600573,惠泉啤酒,23.42,9.63,42.708,85.3423,0.4563,885.5009,4.7352
87,600312,平高电气,23.38,9.48,26.2257,47.4777,0.3844,500.4643,4.0523
88,601607,上海医药,23.27,4.01,13.107999999999999,184.8375,0.8052,4607.7748,20.0728
89,600477,杭萧钢构,23.24,9.17,31.0704,11.4257,0.2181,124.4993,2.3774
90,000100,TCL集团,23.07,2.14,20.8899,238.12,0.1495,11077.97,6.9587
91,600562,国睿科技,22.94,16.64,42.3645,19.0421,0.35200000000000004,114.39,2.1148
92,000766,通化金马,22.89,47.98,86.0218,241.9149,0.8081,504.1873,1.6843
93,600486,扬农化工,22.86,9.74,25.2992,23.9116,0.3415,245.297,3.5042
94,000895,双汇发展,22.8,4.97,14.7836,154.6983,0.5291,3107.2122,10.6276
95,600498,烽火通信,22.76,11.06,26.4435,111.0714,0.3365,1004.0657,3.0426
96,600183,生益科技,22.74,21.69,27.1535,214.4992,0.43700000000000006,988.6933,2.0145
97,600383,金地集团,22.7,14.53,33.683,84.163,0.3117,578.9977,2.1444
98,000607,华媒控股,22.67,5.28,19.7769,58.7912,0.3848,1112.4976,7.2816
99,600409,三友化工,22.55,9.56,30.1715,77.593,0.3103,811.3269,3.2453
100,600386,北巴传媒,22.53,13.71,35.1209,73.0304,0.4245,532.4599,3.0956
101,002500,山西证券,22.37,39.41,55.8286,60.6667,0.3033,153.9279,0.7696
102,600466,蓝光发展,22.34,24.78,46.3362,26.1057,0.3372,105.3468,1.361
103,601318,中国平安,22.34,4.68,49.4612,1282.0,0.2069,27375.0,4.4188
104,600135,乐凯胶片,22.26,28.38,44.559,215.4591,0.7559,758.9466,2.6629
105,000039,中集集团,22.09,5.15,17.5412,461.9651,1.3579,8954.2748,26.3205
106,600004,白云机场,21.88,25.21,59.7727,196.7577,0.3279,780.2549,1.3004
107,600653,申华控股,21.85,4.09,7.8198,225.9381,0.3896,5511.4175,10.0615
108,600036,招商银行,21.81,9.19,18.9882,803.812,0.191,8738.048,2.0771
109,000403,ST生化,21.59,31.23,44.5544,119.072,0.6053,381.1844,1.9380000000000002
110,000652,泰达股份,21.49,36.68,43.8558,140.2005,0.5287,382.2077,1.4414
111,000517,荣安地产,21.47,26.74,45.5131,54.4659,0.6058,203.6519,2.2653
112,000035,中国天楹,21.36,5.24,16.7156,45.4642,0.3923,866.1516,7.474
113,600391,成发科技,21.33,16.79,29.7298,30.176,0.3352,179.6744,1.9963
114,600528,中铁工业,21.29,4.29,11.9854,176.9893,0.5899,4119.4352,13.7314
115,600508,上海能源,21.28,8.1,30.5011,103.1389,0.342,1273.2338,4.2228
116,600438,通威股份,20.93,7.16,13.633,25.3231,0.2263,353.3686,3.1584
117,600250,南纺股份,20.91,1.51,8.5898,38.2231,0.2881,2516.7127,18.9707
118,600621,华鑫股份,20.89,23.22,23.0758,202.018,0.5011,869.6664,2.1572
119,600458,时代新材,20.83,14.26,38.7236,11.4423,0.2281,80.1992,1.5992
120,600098,广州发展,20.74,25.51,42.3428,882.5498,0.7361,3459.1744,2.8855
121,600597,光明乳业,20.65,4.57,30.4386,104.2352,0.2079,2279.8287,4.5488
122,600126,杭钢股份,20.61,9.43,17.3329,370.7366,0.5744,3928.7851,6.0879
123,600557,康缘药业,20.56,7.29,70.8975,11.4212,0.2204,156.5587,3.0223
124,000539,粤电力A,20.48,22.62,52.8198,970.2922,0.3767,4288.0921,1.665
125,600426,华鲁恒升,20.47,8.76,20.5277,34.3821,0.3213,392.3685,3.6669
126,600512,腾达建设,20.44,5.62,15.6401,24.4874,0.2455,435.3882,4.3654
127,600817,*ST宏盛,20.42,3.43,10.0473,23.334,0.2827,678.6655,8.2244
128,600569,安阳钢铁,20.42,9.35,24.2138,492.26300000000003,0.4493,5264.6758,4.8057
129,000011,深物业A,20.32,8.16,30.2328,53.7128,0.0991,658.1203,1.2146
130,600408,安泰集团,20.3,6.31,41.1208,38.2561,0.2391,605.4739,3.7842
131,600311,荣华实业,20.26,10.35,22.3284,44.0424,0.36700000000000005,425.1262,3.5427
132,000037,深南电A,20.24,16.32,16.5263,145.2882,0.4076,889.7139999999999,2.4963
133,600563,法拉电子,20.01,18.76,41.068999999999996,36.5102,0.3651,194.5792,1.9457
134,600509,天富能源,19.96,12.0,34.9857,37.6766,0.3453,313.8618,2.8772
135,600397,安源煤业,19.92,12.95,29.8275,43.9,0.3135,338.8763,2.4205
136,000402,金融街,19.89,18.19,37.3683,40.1387,0.3187,220.5586,1.7517
137,600317,营口港,19.81,18.61,42.4822,44.2211,0.2948,237.5972,1.5839
138,000850,华茂股份,19.78,17.84,26.7413,105.2471,0.6191,589.7065,3.4688
139,600598,北大荒,19.76,20.69,53.2569,314.4839,0.2687,1519.5362,1.2987
140,600526,菲达环保,19.68,7.22,21.0461,14.7083,0.2451,203.6073,3.3934
141,600416,湘电股份,19.6,7.73,31.7898,37.2851,0.3107,481.8798,4.0156
142,600986,科达股份,19.55,12.42,27.103,31.842,0.41100000000000003,256.3444,3.3094
143,600348,阳泉煤业,19.4,12.91,45.4445,104.7991,0.3166,811.5641,2.4518
144,600549,厦门钨业,19.39,5.49,22.3651,35.6012,0.3955,648.1387,7.2015
145,600370,三房巷,19.31,6.31,9.5974,35.5653,0.3444,563.5895,5.4579
146,600273,嘉化能源,19.3,8.61,15.7316,24.9339,0.1994,289.3254,2.3146
147,600606,绿地控股,19.09,18.37,45.2362,44.1477,0.2678,240.2055,1.4576
148,600879,航天电子,19.03,15.28,34.3337,64.2272,0.4407,420.2926,2.8842
149,600533,栖霞建设,19.0,12.08,29.2765,28.1205,0.2812,232.6017,2.326
150,600459,贵研铂业,18.95,7.39,12.0653,14.1985,0.3089,192.1201,4.181
151,600090,同济堂,18.92,15.19,23.1214,93.5717,0.4069,615.7411,2.6777
152,600561,江西长运,18.84,24.41,36.7457,18.1967,0.2894,74.53699999999999,1.1857
153,600315,上海家化,18.77,4.8,37.4925,57.263999999999996,0.3013,1192.0369,6.2738
154,000063,中兴通讯,18.77,7.82,38.9619,354.1524,0.8566,4523.4258,10.942
155,600560,金自天正,18.74,13.55,27.5574,16.921,0.3642,124.8016,2.6862
156,601857,中国石油,18.53,19.41,49.6943,46972.28,0.2623,241990.88,1.3517
157,600010,包钢股份,18.46,4.89,10.9421,288.8916,0.3209,5898.4731,6.5538
158,600462,九有股份,18.34,5.24,15.9815,31.8061,0.2643,606.7564,5.0436
159,600351,亚宝药业,18.24,10.87,53.092,14.5265,0.1936,133.5968,1.7812
160,600729,重庆百货,18.19,3.46,12.6429,70.878,0.3474,2043.5147,10.0172
161,600771,广誉远,18.19,17.08,37.5961,53.1546,0.2844,311.0387,1.6643
162,000839,中信国安,18.12,50.26,51.4479,265.7695,0.4504,528.7651,0.8962
163,000608,阳光股份,18.1,12.28,30.2277,83.7727,0.4015,681.7347,3.2681
164,600456,宝钛股份,17.97,13.71,25.4437,40.0923,0.2862,292.2909,2.0866
165,000503,海虹控股,17.74,18.77,36.1018,79.41,0.2319,422.8817,1.2354
166,000636,风华高科,17.73,26.69,34.2023,365.5642,0.6893,1369.4547,2.5822
167,600550,保变电气,17.7,7.99,25.516,49.0832,0.3067,614.275,3.8392
168,600177,雅戈尔,17.69,20.21,47.9844,290.6501,0.5116,1437.7396,2.5308
169,000688,建新矿业,17.69,38.56,44.7223,81.9621,0.4123,212.5059,1.0691
170,600305,恒顺醋业,17.67,12.29,39.5601,17.6021,0.2019,143.112,1.6421
171,600532,宏达矿业,17.59,6.07,21.8791,13.1312,0.2626,216.16,4.3232
172,600589,广东榕泰,17.58,11.47,24.5729,26.424,0.2201,230.1931,1.9182
173,600677,航天通信,17.49,5.86,13.0371,92.0815,0.2823,1570.6485,4.8153
174,600558,大西洋,17.42,5.67,24.1699,23.1825,0.3091,408.6987,5.4493
175,000008,神州高铁,17.34,17.61,44.8949,18.0915,0.2456,102.7219,1.3946
176,600547,山东黄金,17.3,12.1,45.0668,26.631999999999998,0.2663,220.0476,2.2004
177,000962,东方钽业,17.12,14.28,27.2117,151.9439,0.5115,1063.7444,3.5816
178,600595,中孚实业,17.05,6.7,17.3714,30.5137,0.3577,454.845,5.3333
179,600202,哈空调,16.93,29.52,40.4721,56.4849,0.5057,191.3292,1.7129
180,600747,*ST大控,16.92,21.16,36.666,134.0761,0.5405,633.6291,2.5546
181,600501,航天晨光,16.92,7.46,29.6335,26.8292,0.3232,359.5245,4.3316
182,000778,新兴铸管,16.9,13.6,30.145,281.9028,0.6487,2072.3811,4.7695
183,600587,新华医疗,16.86,8.91,35.0094,11.7526,0.2916,131.7971,3.2703
184,600331,宏达股份,16.84,10.52,26.1859,36.571,0.2813,347.3284,2.6717
185,600372,中航电子,16.8,3.19,19.2641,90.3853,0.3012,2826.8813,9.4229
186,600529,山东药玻,16.74,10.38,34.2399,30.4526,0.6041,293.1147,5.8149
187,600775,南京熊猫,16.68,10.84,8.5237,132.8234,0.2027,1224.4344,1.8693
188,600360,华微电子,16.6,11.74,28.0072,21.2317,0.3122,180.7147,2.6575
189,600636,*ST爱富,16.55,8.54,24.9431,41.7688,0.3598,488.5861,4.2096
190,600699,均胜电子,16.54,20.46,28.0606,46.5884,0.2931,227.6245,1.4323
191,000913,*ST钱江,16.52,3.7,18.8784,138.9785,0.5345,3749.2849,14.4203
192,600184,光电股份,16.47,12.74,41.2344,10.2273,0.2556,80.2464,2.0061
193,000554,泰山石油,16.39,12.1,14.4331,128.9325,0.4022,1065.2685,3.3234
194,600523,贵航股份,16.35,9.62,32.571,37.018,0.2467,384.6905,2.5646
195,600062,华润双鹤,16.3,11.03,45.7361,128.9147,0.4217,1168.3391,3.8219
196,000751,锌业股份,16.21,14.24,21.3795,418.3655,0.4748,2936.3559,3.3326
197,600353,旭光股份,16.06,11.44,46.4767,18.9554,0.2294,165.5774,2.0045
198,600770,综艺股份,16.03,24.14,21.494,90.6037,0.3355,375.2173,1.3896
199,600490,鹏欣资源,15.99,14.8,40.0783,11.815,0.2568,79.7935,1.7346
200,600352,浙江龙盛,15.97,5.74,14.0184,35.6464,0.2096,620.8855,3.6522
201,000089,深圳机场,15.94,69.72,50.8852,316.4966,0.6331,453.9007,0.9079999999999999
202,600552,凯盛科技,15.92,7.04,24.4368,11.6948,0.2338,166.107,3.3221
203,000537,广宇发展,15.84,28.24,37.8298,128.2985,0.6001,454.2797,2.1251
204,600435,北方导航,15.81,8.29,26.8988,12.1741,0.2434,146.6993,2.9339
205,600125,铁龙物流,15.8,26.22,53.4314,80.1113,0.4199,305.459,1.6011
206,000559,万向钱潮,15.78,11.91,19.0768,146.5088,0.5179,1229.9997,4.3484
207,000651,格力电器,15.74,4.01,29.3743,254.8701,0.7120000000000001,6342.5918,17.7187
208,600381,青海春天,15.64,16.91,32.999,17.6438,0.2352,104.2946,1.3905
209,600210,紫江企业,15.64,18.88,29.7487,151.5796,0.4687,802.5244,2.4815
210,600796,钱江生化,15.6,19.7,31.2986,39.1297,0.3673,198.6017,1.8645
211,600104,上汽集团,15.47,29.61,38.1595,742.2669,0.5301,2506.8066,1.7905
212,000413,东旭光电,15.47,186.91,41.0729,83.9612,0.2192,44.9189,0.1172
213,600085,同仁堂,15.37,14.31,46.2608,146.6485,0.611,1024.3921,4.2683
214,600854,春兰股份,15.3,14.6,27.4497,266.52299999999997,0.8701,1824.981,5.957999999999999
215,600568,中珠医疗,15.3,16.53,59.1248,12.606,0.3329,76.2594,2.0142
216,600599,熊猫金控,15.29,5.91,24.4692,11.8547,0.237,200.2572,4.0051
217,600396,金山股份,15.23,17.64,40.2144,16.2459,0.1911,92.0811,1.0833
218,600433,冠豪高新,15.21,6.56,21.7521,18.8365,0.1883,287.1205,2.8712
219,600401,*ST海润,15.14,7.06,13.5266,7.8144,0.1687,110.6208,2.3886
220,600545,新疆城建,15.13,23.86,27.7642,23.2371,0.2311,97.3663,0.9684
221,600895,张江高科,15.07,70.19,72.1252,127.9016,0.5483,182.2036,0.7811
222,000959,首钢股份,15.06,6.36,11.4015,758.7334,0.3284,11916.5838,5.1586
223,600507,方大特钢,15.04,10.05,19.1851,20.2216,0.2696,201.1186,2.6815
224,600559,老白干酒,14.98,9.81,38.3962,21.6965,0.2169,221.0266,2.2102
225,600096,云天化,14.96,21.54,35.2212,164.9045,0.4478,765.3684,2.0787
226,600538,国发股份,14.88,19.16,64.4292,15.607999999999999,0.2372,81.4444,1.2377
227,600033,福建高速,14.84,67.09,74.0359,135.1711,0.2787,201.4666,0.4153
228,600371,万向德农,14.76,12.3,27.2858,14.2596,0.2376,115.9105,1.9318
229,600506,香梨股份,14.75,36.77,40.7561,27.3451,0.2474,74.3676,0.6729999999999999
230,600539,狮头股份,14.73,12.44,33.1244,30.73,0.2048,246.9907,1.6466
231,600690,青岛海尔,14.67,8.78,18.2355,424.0899,0.7509,4828.378,8.5502
232,000759,中百集团,14.6,7.25,17.2129,78.8776,0.449,1087.2775,6.1893
233,600567,山鹰纸业,14.54,5.59,13.2257,18.0671,0.1797,322.6762,3.2107
234,000930,中粮生化,14.52,12.19,28.5412,86.0246,0.5852,705.1811,4.7978
235,600575,皖江物流,14.52,20.33,51.736999999999995,15.2964,0.2078,75.2037,1.0217
236,000892,欢瑞世纪,14.45,30.33,36.1417,79.7717,0.2891,263.0088,0.9532
237,600724,宁波富达,14.45,9.23,23.1301,43.2857,0.2111,468.7907,2.2862
238,600120,浙江东方,14.39,2.84,8.1854,88.4543,0.6271,3107.9883,22.0368
239,600171,上海贝岭,14.32,21.72,32.6928,172.1638,0.3962,792.3846,1.8239
240,000400,许继电气,14.29,20.53,43.05,201.1646,0.5317,979.3948,2.5891
241,600884,杉杉股份,14.27,14.86,39.24,119.9435,0.5043,807.0484,3.3933
242,600578,京能电力,14.25,8.75,27.0041,102.3107,0.2161,1168.3323,2.4681
243,600382,广东明珠,14.17,6.81,18.9492,23.4075,0.1369,343.2565,2.0088
244,600664,哈药股份,14.12,3.53,50.9037,228.0634,0.5058,6444.4584,14.2936
245,600475,华光股份,14.06,6.53,30.6306,17.4378,0.1743,267.0157,2.6701
246,600637,东方明珠,14.05,6.42,14.7549,173.7836,0.2824,2703.6101,4.394
247,000510,金路集团,14.04,16.06,27.0043,82.0704,0.2802,511.0029,1.7447
248,600738,兰州民百,14.02,8.51,17.2247,52.1533,0.4449,612.7919,5.2286
249,600718,东软集团,14.0,14.68,34.1363,162.8934,0.5787,1108.9994,3.9402
250,000502,绿景控股,13.93,58.3,30.7041,36.2237,0.2326,62.1306,0.3991
251,600687,刚泰控股,13.9,30.47,43.7379,25.3716,0.4,83.2584,1.3126
252,600006,东风汽车,13.87,10.84,18.725,373.8401,0.3738,3446.3119,3.4463
253,000027,深圳能源,13.87,15.37,31.2754,354.9026,0.3541,2308.0229,2.3032
254,000066,中国长城,13.86,7.42,6.8193,167.3129,0.3649,2253.1588,4.9142
255,600282,南钢股份,13.85,6.16,14.4319,208.9607,0.4975,3389.7755,8.0708
256,000516,国际医学,13.85,4.38,12.0738,31.9443,0.2654,728.0842,6.0497
257,600226,升华拜克,13.84,29.77,40.9905,60.9111,0.34600000000000003,204.5789,1.1621
258,600626,申达股份,13.84,4.39,10.8286,123.3662,0.4057,2805.8266,9.229
259,000552,靖远煤电,13.78,13.62,16.3205,32.2337,0.1812,236.6243,1.3303
260,600592,龙溪股份,13.73,22.37,42.7443,23.4984,0.2349,105.0197,1.0501
261,000668,荣丰控股,13.71,4.06,10.8164,47.1924,0.3213,1161.5772,7.9103
262,600579,天华院,13.7,5.94,26.4046,25.4242,0.2118,427.3278,3.5610000000000004
263,600084,中葡股份,13.7,12.84,21.366,88.1111,0.48700000000000004,686.1394,3.7927
264,000926,福星股份,13.69,21.32,32.0718,82.9932,0.3111,389.2208,1.4594
265,600419,天润乳业,13.66,8.66,26.7857,12.7658,0.2545,147.3044,2.9366
266,000712,锦龙股份,13.66,34.68,13.9425,56.5407,0.3712,163.0117,1.0702
267,000807,云铝股份,13.63,6.63,15.4878,97.5681,0.3147,1470.2754,4.7428
268,600161,天坛生物,13.6,27.56,64.3816,37.9199,0.1974,137.5775,0.7165
269,600393,粤泰股份,13.59,21.51,58.3844,52.285,0.5228,243.0038,2.43
270,600122,宏图高科,13.57,6.77,14.8335,80.1339,0.2714,1182.8642,4.0069
271,600287,江苏舜天,13.53,3.65,14.1061,90.699,0.5938,2482.8405,16.2568
272,000505,*ST珠江,13.52,168.53,-5.6778,62.7247,0.166,37.2176,0.0985
273,000690,宝新能源,13.52,20.16,35.9977,44.3823,0.2293,220.0904,1.1374
274,600493,凤竹纺织,13.51,10.52,17.2913,14.963,0.136,142.1895,1.2926
275,601377,兴业证券,13.5,27.71,36.8716,200.6863,0.221,724.1661,0.7975
276,600415,小商品城,13.4,8.12,37.3304,33.1693,0.3188,408.0796,3.9227
277,600028,中国石化,13.37,5.0,22.8215,16154.0,0.1925,322932.0,3.8488
278,000825,太钢不锈,13.33,5.9,10.3554,291.4639,0.3094,4936.8187,5.2407
279,000938,紫光股份,13.32,9.03,21.2992,83.3236,0.4043,922.7286,4.4775
280,600295,鄂尔多斯,13.21,11.32,36.7678,206.3992,0.4733,1821.8182,4.1784
281,600249,两面针,13.19,9.07,31.504,37.3096,0.4145,410.9936,4.5665
282,600829,人民同泰,13.19,11.9,25.7057,61.5431,0.4656,516.9696,3.9114
283,000863,三湘印象,13.18,16.9,36.5491,33.5575,0.2474,198.55,1.464
284,000596,古井贡酒,13.17,16.06,48.3028,147.1484,0.6261,915.757,3.8968
285,600513,联环药业,13.16,11.22,48.8495,7.2641,0.1816,64.6946,1.6173
286,000822,山东海化,13.11,13.27,27.1722,155.0836,0.3692,1168.187,2.7813
287,000711,京蓝科技,13.09,38.07,59.3635,34.8986,0.3253,91.6513,0.8544
288,600880,博瑞传播,13.07,12.17,32.9367,27.3538,0.2101,224.75799999999998,1.7265
289,000880,潍柴重机,13.06,4.06,9.3295,68.9226,0.3993,1697.4305,9.8357
290,600270,外运发展,13.05,17.25,53.0156,180.3908,0.6508,1045.6907,3.7728
291,600715,文投控股,13.04,299.26,30.1742,31.076999999999998,0.2217,10.3845,0.07400000000000001
292,600982,宁波热电,13.02,18.49,28.7147,15.9945,0.1355,86.465,0.7327
293,600496,精工钢构,13.0,6.43,18.7886,12.6764,0.18100000000000002,197.1015,2.8157
294,600764,中电广通,12.98,9.07,15.5094,54.0161,0.2948,595.4313,3.2504
295,000677,恒天海龙,12.95,6.69,14.334000000000001,38.0539,0.2297,568.5974,3.4323
296,000010,美丽生态,12.94,3.73,9.1901,19.9427,0.1356,533.2859,3.6273
297,000032,深桑达A,12.94,2.75,9.9284,31.7562,0.2427,1152.603,8.8111
298,600081,东风科技,12.94,13.17,20.5052,51.9261,0.2583,394.1093,1.9607
299,600717,天津港,12.92,29.2,55.2435,191.6432,0.5227,656.169,1.7899
300,000700,模塑科技,12.89,20.26,38.5911,52.3063,0.42,258.0945,2.0726
301,600101,明星电力,12.88,33.54,48.5535,81.6601,0.5576,243.4705,1.6625
302,600887,伊利股份,12.87,6.54,27.840999999999998,98.477,0.6714,1505.0320000000002,10.2612
303,000903,云内动力,12.87,19.5,22.5735,79.9512,0.4441,410.0045,2.2778
304,600000,浦发银行,12.86,16.77,27.1693,957.9047,0.3974,5710.4144,2.3694
305,600556,ST慧球,12.82,10.24,46.9303,10.1332,0.2076,98.8986,2.0266
306,000698,沈阳化工,12.82,9.13,17.4255,191.9319,0.4543,2101.3672,4.9747
307,600395,盘江股份,12.76,10.55,35.3642,49.6643,0.1976,470.3496,1.8716
308,000519,中兵红箭,12.75,16.47,36.2961,25.5951,0.2003,155.3203,1.2158
309,600178,东安动力,12.71,8.98,24.08,139.9408,0.3312,1558.3273,3.6883
310,000852,石化机械,12.7,20.91,41.7049,74.5111,0.3725,356.2835,1.7814
311,000920,南方汇通,12.69,18.13,22.5644,74.1234,0.3901,408.7997,2.1515
312,000568,泸州老窖,12.68,17.04,67.62100000000001,166.8292,0.3412,978.7311,2.0017
313,600079,人福医药,12.66,19.29,45.4908,36.3764,0.2887,188.4991,1.4963
314,600785,新华百货,12.62,6.86,15.2941,34.787,0.3954,506.3614,5.7557
