,code,name,roe,net_profit_ratio,gross_profit_rate,net_profits,eps,business_income,bips
315,600823,世茂股份,4.71,48.65,20.3025,21.9325,0.0927,45.0742,0.1906
316,000780,*ST平能,4.69,8.71,20.7344,45.8325,0.1617,525.7426,1.8559
317,000831,五矿稀土,4.69,5.18,11.4849,38.275,0.1054,737.4772,2.0316
318,000726,鲁泰A,4.69,16.46,28.9699,59.7194,0.2205,362.6549,1.3392
319,600306,商业城,4.67,3.83,15.7356,19.0114,0.1387,495.7831,3.6180000000000003
320,600677,航天通信,4.67,3.32,13.8081,24.3152,0.0745,730.5324,2.2397
321,000819,岳阳兴长,4.66,5.63,10.3002,16.7925,0.1016,297.7589,1.8031
322,600737,中粮糖业,4.66,16.27,21.5028,40.9102,0.1066,251.3604,0.6552
323,600780,通宝能源,4.65,21.11,39.022,24.1653,0.11199999999999999,114.4396,0.5305
324,600633,浙数文化,4.65,30.57,18.7252,8.145,0.0535,26.6391,0.1751
325,600649,城投控股,4.64,58.27,57.5639,216.9142,0.1151,372.2201,0.1975
326,600518,康美药业,4.63,8.14,19.3282,15.5596,0.2197,191.0479,2.6984
327,600300,维维股份,4.63,11.29,17.0449,60.5903,0.1836,536.2534,1.625
328,000541,佛山照明,4.63,24.0,32.8373,91.2896,0.2546,380.2665,1.0608
329,600303,曙光股份,4.63,11.23,29.8271,20.7111,0.1278,184.3795,1.1381
330,600888,新疆众和,4.62,5.67,19.9856,10.4269,0.1008,183.8426,1.7781
331,000532,华金资本,4.62,323.7,3.3126,18.4786,0.0846,5.7084,0.0261
332,600668,尖峰集团,4.62,5.02,18.3197,23.9437,0.0796,476.8062,1.5869
333,000722,湖南发展,4.61,15.92,41.5363,35.4281,0.1818,222.4174,1.1417
334,600310,桂东电力,4.6,16.58,39.9811,27.7456,0.177,167.3276,1.0674
335,600834,申通地铁,4.59,36.37,58.9587,25.4463,0.0741,69.9602,0.2039
336,600694,大商股份,4.58,4.81,16.3197,39.0556,0.1726,811.3678,3.5875
337,000631,顺发恒业,4.58,16.08,27.9184,33.9542,0.1977,211.1039,1.2295
338,600620,天宸股份,4.57,16.31,26.0239,16.1025,0.0603,98.7135,0.37
339,600770,综艺股份,4.57,18.65,32.8146,27.1273,0.1004,145.4354,0.5386
340,000833,贵糖股份,4.53,6.71,18.4394,28.4254,0.1124,423.1563,1.6746
341,600682,南京新百,4.51,5.4,18.9688,37.8836,0.1645,701.2342,3.0460000000000003
342,600166,福田汽车,4.51,1.99,10.4763,43.2386,0.1541,2162.3944,7.71
343,000761,本钢板材,4.5,4.61,6.9922,162.24,0.1428,3517.1833,3.0961
344,600186,莲花健康,4.5,16.41,31.2401,102.3537,0.1505,623.7086,0.9172
345,000001,平安银行,4.49,12.61,22.4032,223.2117,0.1147,1769.2443,0.9092
346,600128,弘业股份,4.49,3.94,8.181000000000001,25.8201,0.1294,654.4229,3.2811
347,000550,江铃汽车,4.49,4.1,24.4608,70.2688,0.0814,1712.2288,1.9835
348,000417,合肥百货,4.48,5.0,14.0483,26.5631,0.2627,530.3813,5.2466
349,600111,北方稀土,4.48,28.11,39.1034,46.0597,0.1141,163.8451,0.4058
350,000519,中兵红箭,4.46,14.73,38.9671,13.9038,0.1018,94.3669,0.6911
351,600170,上海建工,4.46,2.91,9.4002,96.7296,0.1801,3318.026,6.1788
352,600071,凤凰光学,4.46,11.27,22.4395,17.2106,0.0942,152.61,0.8354
353,600843,上工申贝,4.46,7.26,21.1873,31.0766,0.12300000000000001,427.9845,1.6952
354,600037,歌华有线,4.46,48.67,61.7393,72.6131,0.2689,149.1702,0.5524
355,600078,澄星股份,4.45,9.83,21.912,27.2037,0.151,276.483,1.5354
356,600108,亚盛集团,4.44,14.66,20.7038,61.4204,0.1022,418.8441,0.6970000000000001
357,600797,浙大网新,4.4,15.31,19.9952,41.2027,0.1206,269.1056,0.7877
358,600107,美尔雅,4.4,32.47,27.7911,37.7419,0.1048,116.2112,0.3228
359,600383,金地集团,4.38,19.38,39.7041,54.9033,0.2033,283.2095,1.0489
360,000006,深振业A,4.38,6.42,24.3651,51.4792,0.203,800.8896,3.1581
361,600704,物产中大,4.38,3.53,10.3826,47.6969,0.1654,1348.6263,4.6783
362,000301,东方市场,4.37,6.94,10.8501,55.4541,0.1188,798.2266,1.7106
363,000752,西藏发展,4.34,22.96,40.7226,14.5532,0.0827,63.3815,0.3604
364,600866,星湖科技,4.34,15.59,26.2792,33.5184,0.1029,214.8771,0.6597
365,000931,中关村,4.33,9.1,28.0258,76.5286,0.1134,840.4722,1.2454
366,600110,诺德股份,4.33,43.5,58.2145,15.2874,0.1321,35.1358,0.3038
367,600258,首旅酒店,4.32,5.93,34.4969,30.6572,0.1324,516.6707,2.2328
368,000012,南玻A,4.31,16.47,37.6882,79.2208,0.11699999999999999,480.9068,0.7103
369,000639,西王食品,4.29,9.23,48.352,3.3453,0.0459,36.2053,0.4968
370,600307,酒钢宏兴,4.29,5.12,11.02,87.1702,0.1197,1699.3135,2.3342
371,000626,远大控股,4.26,0.44,2.929,6.8608,0.0508,1528.996,11.3258
372,000011,深物业A,4.25,4.82,37.7276,11.7519,0.0216,243.56400000000002,0.4495
373,000973,佛塑科技,4.25,5.98,12.6658,48.3606,0.1294,807.5908,2.1625
374,600605,汇通能源,4.25,12.42,20.2445,13.3936,0.0637,107.8159,0.5129
375,600722,金牛化工,4.24,5.88,15.2794,42.2279,0.1002,717.8836,1.7034
376,000623,吉林敖东,4.24,22.88,58.4847,47.3976,0.2028,207.1388,0.8864
377,000418,小天鹅A,4.23,7.81,26.8594,88.2774,0.2417,1129.6336,3.094
378,000989,九芝堂,4.23,6.71,35.6319,21.3049,0.1656,317.4863,2.4684
379,000543,皖能电力,4.22,30.6,24.0003,100.4216,0.1299,328.155,0.4245
380,600639,浦东金桥,4.22,39.31,58.9972,67.8922,0.0972,172.6869,0.2474
381,600217,中再资环,4.21,12.83,40.9891,28.7964,0.0697,224.4342,0.5434
382,600727,鲁北化工,4.21,23.17,25.2517,90.54299999999999,0.2387,390.7077,1.03
383,000767,漳泽电力,4.21,9.5,27.1247,65.6665,0.1509,690.6503,1.5877
384,600193,创兴资源,4.2,10.18,21.9146,10.8537,0.0646,106.5339,0.6348
385,600332,白云山,4.2,3.43,23.0992,90.7638,0.1119,2644.9708,3.2617
386,600094,大名城,4.2,6.37,21.774,60.3572,0.1227,946.9227,1.9256
387,000890,法尔胜,4.19,9.19,35.1999,39.2317,0.1343,426.6923,1.4611
388,000883,湖北能源,4.19,3.92,8.8376,32.8813,0.1394,836.8537,3.5481
389,000889,茂业通信,4.18,13.21,36.1399,28.6455,0.1264,216.8052,0.9569
390,000096,广聚能源,4.18,7.15,8.9135,40.345,0.1222,564.0299,1.7091
391,000711,京蓝科技,4.17,49.68,87.1673,11.6234,0.1083,23.3927,0.218
392,000735,罗牛山,4.17,24.96,29.9909,31.0186,0.0636,124.2585,0.255
393,600198,大唐电信,4.16,7.78,27.8421,82.3905,0.1876,1058.2867,2.4107
394,000060,中金岭南,4.16,3.04,21.7808,43.2963,0.1002,1424.0039,3.2963
395,000666,经纬纺机,4.15,7.33,19.7049,90.4878,0.1498,1234.2902,2.0442
396,000727,华东科技,4.15,21.66,14.4549,35.0441,0.1116,161.7787,0.5156
397,000548,湖南投资,4.15,27.1,30.8895,42.8277,0.1257,158.0194,0.4639
398,000810,创维数字,4.14,6.68,12.4277,7.2009,0.0749,107.6576,1.1208
399,000720,新能泰山,4.12,5.93,20.093,50.5566,0.158,852.2132,2.6648
400,600315,上海家化,4.12,6.9,37.9032,44.1087,0.1633,638.8972,2.3662
401,000988,华工科技,4.12,18.78,42.841,23.8681,0.2075,127.0629,1.1048
402,600165,新日恒力,4.12,14.73,23.4854,26.9046,0.1071,182.5789,0.7268
403,600422,昆药集团,4.12,9.07,39.6727,21.8509,0.2225,240.7258,2.4518
404,600007,中国国贸,4.11,30.88,55.9177,87.757,0.1096,284.098,0.3551
405,600616,金枫酒业,4.1,4.32,19.765,13.3568,0.1052,309.1098,2.4352
406,600826,兰生股份,4.1,3.73,8.3996,33.3033,0.1187,891.4977,3.179
407,600163,中闽能源,4.1,8.03,22.8936,44.637,0.1458,555.4347,1.8154
408,000612,焦作万方,4.1,3.82,14.970999999999998,23.4217,0.0868,611.7187,2.2685
409,600630,龙头股份,4.09,7.06,20.8075,71.1729,0.1675,1007.092,2.3704
410,600052,浙江广厦,4.07,3.11,12.4385,34.2641,0.0809,1101.6037,2.602
411,600846,同济科技,4.06,7.07,22.6861,14.5842,0.0596,206.2413,0.8441
412,600726,华电能源,4.05,18.96,23.8072,115.7376,0.1032,610.2130000000001,0.5442
413,600195,中牧股份,4.05,5.08,19.0665,32.8717,0.0842,646.0627,1.6565
414,000555,神州信息,4.04,10.74,29.029,4.1914,0.0512,39.0147,0.4767
415,000999,华润三九,4.03,10.12,43.9078,107.1759,0.1423,1058.7796,1.406
416,000803,*ST金宇,4.03,11.1,26.5929,6.074,0.0779,54.6986,0.7015
417,000793,华闻传媒,4.03,48.56,66.4345,44.3182,0.152,91.2625,0.3131
418,000922,*ST佳电,4.0,14.65,32.6186,21.644000000000002,0.1232,147.7073,0.8413
419,600339,*ST油工,4.0,14.95,28.4894,25.611,0.1506,171.2088,1.0071
420,600851,海欣股份,3.99,16.6,23.8359,67.1289,0.2002,404.3236,1.2058
421,000630,铜陵有色,3.99,7.9,14.0394,76.877,0.1651,972.2104,2.0882
422,000876,新希望,3.98,12.78,14.7753,42.4699,0.2188,332.1646,1.7119
423,600399,抚顺特钢,3.98,8.16,14.1365,54.8397,0.1054,671.7077,1.2917
424,600106,重庆路桥,3.98,52.18,72.3554,35.222,0.1136,67.5005,0.2177
425,600824,益民集团,3.98,6.6,25.6739,26.5715,0.1372,402.3368,2.0776
426,600706,曲江文旅,3.97,1.48,11.1099,4.9503,0.0566,332.3375,3.8053
427,600168,武汉控股,3.97,46.17,54.2863,53.6284,0.1215,116.1311,0.2632
428,600448,华纺股份,3.96,1.9,8.1051,10.1291,0.0633,532.5243,3.3282
429,600596,新安股份,3.96,2.5,16.3615,8.1715,0.0868,325.7065,3.4608
430,000969,安泰科技,3.95,17.12,22.9361,42.1881,0.1727,246.3376,1.0089
431,600637,东方明珠,3.95,11.01,12.6242,139.0422,0.1865,1261.9141,1.6931
432,000820,神雾节能,3.93,7.36,24.0696,20.1345,0.0952,273.3691,1.2930000000000001
433,000729,燕京啤酒,3.92,11.95,39.93,140.4566,0.2104,1175.2164,1.7608
434,000593,大通燃气,3.91,6.88,9.452,12.0198,0.0694,174.6374,1.0094
435,600528,中铁工业,3.9,3.85,13.8542,69.2574,0.1689,1794.6215,4.3771
436,600132,重庆啤酒,3.89,11.8,50.0508,23.9845,0.1403,203.0938,1.1885
437,000759,中百集团,3.89,2.9,13.8466,21.1023,0.1201,727.421,4.1408
438,600757,长江传媒,3.88,5.84,10.3774,48.0176,0.1017,821.6506,1.7402
439,600267,海正药业,3.88,10.79,33.7687,29.9073,0.1198,276.9696,1.1096
440,600152,维科精华,3.87,4.1,14.2394,23.1399,0.0788,564.1466,1.9221
441,600782,新钢股份,3.87,7.56,18.7148,10.5353,0.0545,139.3161,0.721
442,000977,浪潮信息,3.87,8.55,29.8479,31.6687,0.1472,370.1388,1.7215
443,000967,盈峰环境,3.87,24.08,41.0102,17.6987,0.1293,73.4705,0.5371
444,600372,中航电子,3.86,2.55,19.2397,50.4618,0.1682,1975.9785,6.5865
445,000830,鲁西化工,3.85,7.57,17.6068,36.4768,0.1464,481.7875,1.9340000000000002
446,600657,信达地产,3.85,5.97,41.0373,28.4143,0.2062,475.4747,3.4516
447,600291,西水股份,3.84,19.6,55.7319,20.3968,0.1274,104.0152,0.65
448,000900,现代投资,3.84,40.04,73.1392,94.0856,0.2357,234.9604,0.5886
449,000625,长安汽车,3.84,2.36,19.9977,98.4929,0.0802,4160.2203,3.3914
450,000031,中粮地产,3.84,32.93,60.6887,35.4062,0.0759,107.5166,0.2305
451,600189,吉林森工,3.82,16.73,29.8298,45.9959,0.1481,274.8505,0.8851
452,600289,亿阳信通,3.81,13.32,45.3927,33.2535,0.314,249.6415,2.3575
453,600829,人民同泰,3.8,6.73,27.3934,17.2374,0.1304,256.0062,1.9369
454,600190,锦州港,3.79,33.65,57.45399999999999,53.5879,0.0566,159.2076,0.1682
455,600121,*ST郑煤,3.78,15.4,32.6436,45.3542,0.0559,294.3918,0.3634
456,600708,光明地产,3.78,15.76,19.3263,12.8582,0.054000000000000006,81.5676,0.3428
457,600319,亚星化学,3.76,11.6,19.9249,37.0191,0.1172,318.9164,1.0105
458,600378,天科股份,3.76,21.2,32.8112,15.3816,0.1022,72.5297,0.4821
459,600731,湖南海利,3.75,9.41,25.0925,16.2236,0.0693,172.2979,0.7365
460,600231,凌钢股份,3.74,5.55,11.3667,44.8469,0.1446,807.2201,2.6039
461,600393,粤泰股份,3.72,16.55,47.8142,14.4805,0.1448,87.4543,0.8745
462,000547,航天发展,3.71,12.51,43.2452,15.6783,0.128,125.2618,1.0231
463,000702,正虹科技,3.71,5.53,20.5264,31.0136,0.1096,559.8957,1.9797
464,600500,中化国际,3.69,1.87,5.3464,55.093999999999994,0.1478,2934.9809999999998,7.8759
465,000428,华天酒店,3.68,22.35,57.8091,25.0832,0.1451,112.2147,0.6492
466,600861,北京城乡,3.68,8.19,16.6034,59.5948,0.1468,726.8289,1.7913
467,600359,新农开发,3.67,16.5,44.5571,25.2317,0.0858,152.8595,0.5199
468,600058,五矿发展,3.67,0.92,5.354,69.5244,0.1639,7497.4279,17.6789
469,600790,轻纺城,3.67,7.78,22.0578,39.0009,0.1048,501.0555,1.3474
470,600203,福日电子,3.66,6.94,9.2129,21.7782,0.0849,313.5667,1.2229
471,600213,亚星客车,3.66,5.01,14.5209,22.7057,0.1195,452.6094,2.3821
472,000983,西山煤电,3.65,11.09,37.0251,103.1063,0.1276,929.3723,1.1502
473,000530,大冷股份,3.65,9.19,17.6972,41.4185,0.1183,450.4665,1.2869
474,000998,隆平高科,3.64,28.65,19.3215,29.4413,0.2803,102.7452,0.9785
475,000657,中钨高新,3.64,2.99,12.712,18.7755,0.0097,626.4582,3.6617
476,000099,中信海直,3.62,20.13,38.2889,31.0355,0.1583,154.1064,0.7862
477,000422,湖北宜化,3.62,8.27,19.1521,21.5547,0.1152,260.3337,1.3924
478,600269,赣粤高速,3.62,52.72,72.7981,94.9611,0.26899999999999996,180.1188,0.5102
479,600624,复旦复华,3.61,10.75,23.4069,16.5269,0.0627,153.7345,0.5834
480,000715,中兴商业,3.61,3.73,18.7803,21.6253,0.1007,578.6198,2.696
481,600699,均胜电子,3.61,11.52,22.2542,10.2312,0.0643,88.7682,0.5585
482,600715,文投控股,3.59,,,8.8371,0.0394,0.0,0.0
483,600764,中电广通,3.59,5.84,12.107000000000001,15.0354,0.08199999999999999,257.0977,1.4035
484,600883,博闻科技,3.58,12.22,33.5138,5.1155,0.0501,41.8338,0.4101
485,600054,黄山旅游,3.58,15.06,40.7119,25.8146,0.0852,171.3115,0.5655
486,600133,东湖高新,3.57,16.0,33.0787,22.5513,0.0818,140.9218,0.5113
487,000598,兴蓉环境,3.57,17.84,23.2737,21.1263,0.1376,118.4054,0.7716
488,000596,古井贡酒,3.56,10.24,46.775,41.2726,0.1756,402.8753,1.7143
489,600288,大恒科技,3.54,3.19,10.8735,24.1762,0.1726,757.6784,5.4119
490,600776,东方通信,3.54,3.02,12.5618,131.2131,0.2089,4336.6443,6.9054
491,000055,方大集团,3.53,18.05,35.1217,37.5163,0.1265,207.8192,0.7011
492,600847,*ST万里,3.53,6.01,26.2528,3.2889999999999997,0.037000000000000005,54.6712,0.6166
493,600333,长春燃气,3.52,13.14,25.1509,23.8323,0.0996,181.247,0.7579
494,000737,南风化工,3.52,4.16,20.2363,47.7893,0.1045,1148.5395,2.5115
495,600185,格力地产,3.49,9.53,18.6288,17.8062,0.0899,186.7025,0.9429
496,000513,丽珠集团,3.49,4.91,46.6598,31.759,0.1037,646.2558,2.1117
497,000158,常山股份,3.48,4.85,12.8293,41.5791,0.1039,856.9758,2.1424
498,600747,*ST大控,3.48,12.79,31.1101,42.6945,0.1304,333.7063,1.0199
499,600066,宇通客车,3.47,4.29,20.8538,30.1103,0.2202,701.8306,5.1332
500,600385,山东金泰,3.46,8.34,18.9289,6.7256,0.0951,80.5817,1.1403
501,600814,杭州解百,3.46,2.85,14.9354,14.0833,0.0593,492.9514,2.0767
502,000987,越秀金控,3.46,3.98,20.258,20.9878,0.0877,527.1899,2.2030000000000003
503,600701,工大高新,3.46,6.77,17.3629,27.5485,0.085,406.8631,1.2553
504,000673,当代东方,3.45,9.33,51.0966,9.8576,0.0568,105.6169,0.609
505,600235,民丰特纸,3.45,12.89,25.5464,19.2456,0.1087,149.2601,0.8432
506,600308,华泰股份,3.44,14.69,24.5879,48.4638,0.2517,329.7955,1.7134
507,600666,奥瑞德,3.43,5.19,35.3368,7.7828,0.0523,149.8762,1.0072
508,000997,新大陆,3.43,9.15,18.0292,20.5623,0.1772,224.6309,1.9364
509,000859,国风塑业,3.43,10.12,23.1081,26.8201,0.1137,264.8668,1.1232
510,000930,中粮生化,3.42,11.36,22.7419,45.6152,0.2577,401.4373,2.2682
511,000979,中弘股份,3.42,13.85,24.8797,16.1793,0.1721,116.7979,1.2425
512,600130,波导股份,3.4,2.31,21.6932,28.4052,0.1775,1229.4909,7.6843
513,600295,鄂尔多斯,3.4,10.4,27.8727,100.4553,0.1946,965.1844,1.8705
514,000633,*ST合金,3.4,4.01,15.4133,15.1465,0.0471,377.2741,1.1755
515,000636,风华高科,3.4,12.35,22.9646,72.4478,0.1366,586.3485,1.1056
516,600812,华北制药,3.39,8.5,28.1193,86.5606,0.07400000000000001,1017.6944,0.8702
517,600400,红豆股份,3.38,9.77,22.7453,18.8475,0.1049,192.762,1.0737
518,600643,爱建集团,3.38,25.57,9.111,69.8684,0.1516,273.2148,0.593
519,000558,莱茵体育,3.38,25.88,80.7253,5.7294,0.0489,22.1302,0.1888
520,000881,中广核技,3.37,4.44,14.0839,22.439,0.0726,504.6192,1.6335
521,000949,新乡化纤,3.37,8.9,12.2528,33.306999999999995,0.0678,374.154,0.7626
522,000887,中鼎股份,3.36,5.41,11.8821,26.0313,0.0864,480.7001,1.597
523,000982,*ST中绒,3.35,6.28,19.242,11.862,0.1602,188.6375,2.5491
524,600141,兴发集团,3.35,8.46,27.2876,13.3935,0.0837,158.1435,0.9883
525,600789,鲁抗医药,3.34,9.55,24.2219,38.7359,0.1061,405.31199999999995,1.1111
526,600860,*ST京城,3.34,9.19,26.5838,32.3552,0.0808,352.031,0.88
527,000961,中南建设,3.34,4.44,13.0218,25.6979,0.0949,577.9876,2.1365
528,600064,南京高科,3.33,13.14,29.2844,37.7853,0.1097,287.5132,0.8354
529,000860,顺鑫农业,3.33,8.91,21.0842,35.3522,0.1162,396.5574,1.3038
530,000587,金洲慈航,3.33,13.08,25.3395,14.7878,0.0796,113.0045,0.6084
531,600863,内蒙华电,3.29,16.46,25.4828,113.2351,0.1198,687.8862,0.7279
532,000070,特发信息,3.29,11.0,23.6891,26.3956,0.1055,239.8355,0.9593
533,600828,茂业商业,3.29,1.95,11.4488,14.0742,0.0831,719.7923,4.2518
534,000963,华东医药,3.28,1.76,15.048,16.3457,0.086,925.0054,4.8684
535,000488,晨鸣纸业,3.28,7.93,22.0455,102.4517,0.2259,1291.9038,2.8493
536,600811,东方集团,3.28,14.44,32.7736,84.3797,0.1616,584.189,1.1193
537,000796,凯撒旅游,3.27,4.93,10.9821,21.3046,0.1328,431.7161,2.6924
538,600033,福建高速,3.27,66.17,77.7108,74.7266,0.109,112.9158,0.1648
539,600362,江西铜业,3.26,7.07,,131.556,0.054000000000000006,1860.6970000000001,0.7644
540,001896,豫能控股,3.26,17.17,30.4707,29.771,0.0692,173.3056,0.40299999999999997
541,000679,大连友谊,3.25,5.71,36.6894,19.2811,0.0811,337.5118,1.4205
542,600187,国中水务,3.25,10.42,25.0242,23.7951,0.0727,228.1503,0.6972
543,000799,酒鬼酒,3.24,17.6,56.6259,42.7071,0.1409,242.6324,0.8006
544,000755,*ST三维,3.24,13.26,31.4469,27.8186,0.1001,209.7357,0.7552
545,000655,金岭矿业,3.23,8.8,21.0456,12.5387,0.0995,142.3518,1.1306
546,600301,ST南化,3.23,7.78,22.4662,17.5087,0.0945,224.9997,1.2152
547,000917,电广传媒,3.23,26.07,50.7591,77.8727,0.3013,298.6812,1.1558
548,000862,银星能源,3.21,21.74,39.1806,23.4356,0.1073,107.7676,0.4935
549,600830,香溢融通,3.21,4.74,10.6327,15.8567,0.0905,334.3258,1.9088
550,600736,苏州高新,3.2,13.98,34.5143,44.1476,0.0965,315.6462,0.6899
551,000981,银亿股份,3.2,6.99,12.2516,21.4739,0.1333,306.9205,1.9063
552,600299,安迪苏,3.19,9.15,16.4941,24.228,0.1009,264.529,1.1022
553,600805,悦达投资,3.18,8.34,25.5904,56.0617,0.1027,672.1923,1.2323
554,600337,美克家居,3.18,18.07,37.3867,20.2215,0.2196,111.8944,1.2151
555,600652,游久游戏,3.17,14.92,52.1883,19.1152,0.0637,128.09,0.4275
556,600218,全柴动力,3.17,8.95,17.119,20.8814,0.0803,233.0734,0.8964
557,600868,梅雁吉祥,3.16,19.16,34.774,80.1713,0.0791,418.267,0.4131
558,600856,中天能源,3.14,5.58,25.3135,11.7051,0.064,209.7456,1.1477
559,600305,恒顺醋业,3.13,15.52,34.1697,11.9024,0.0936,76.6832,0.603
560,600755,厦门国贸,3.13,2.21,7.0119,19.5978,0.0989,884.4267,4.4639999999999995
561,600558,大西洋,3.12,6.12,23.2194,14.3355,0.1194,234.0079,1.95
562,600697,欧亚集团,3.11,3.97,9.1566,13.0951,0.1066,329.5334,2.6848
563,000668,荣丰控股,3.11,1.71,12.3705,10.4248,0.0709,608.0808,4.141
564,600246,万通地产,3.11,10.66,9.4346,9.2879,0.1009,87.1017,0.9467
565,600735,新华锦,3.1,8.19,28.528000000000002,9.5672,0.0617,116.7023,0.7538
566,600241,时代万恒,3.1,2.03,7.6949,11.1871,0.1055,550.4905,5.1933
567,600730,中国高科,3.1,2.37,9.2529,10.3819,0.0594,436.7788,2.5015
568,600061,国投安信,3.1,5.18,11.8451,14.6933,0.0511,283.4623,0.9876
569,000861,海印股份,3.09,10.27,25.8989,7.8112,0.1053,76.0388,1.0252
570,600654,*ST中安,3.08,17.01,8.8745,36.3085,0.0825,213.3796,0.4849
571,000953,*ST河化,3.07,7.96,25.398000000000003,12.4002,0.0695,155.6724,0.8734
572,600275,*ST昌鱼,3.07,49.85,43.5157,22.3478,0.0913,44.8228,0.1832
573,600638,新黄浦,3.07,18.89,21.8729,52.5819,0.1014,278.2468,0.5368
574,000620,新华联,3.06,13.72,13.4051,23.7709,0.0762,173.1752,0.5557
575,000952,广济药业,3.06,17.53,46.7462,14.8932,0.0869,84.9162,0.4959
576,600889,南京化纤,3.05,8.75,16.5872,14.3708,0.0889,164.1929,1.0163
577,000777,中核科技,3.05,6.92,25.669,9.0026,0.0535,129.9425,0.7734
578,000912,泸天化,3.05,5.31,20.8421,45.6008,0.1013,858.0022,1.9066
579,000753,漳州发展,3.04,39.79,44.5802,25.5665,0.1133,64.2488,0.2849
580,000815,美利云,3.04,9.9,15.8514,17.3924,0.1317,175.6316,1.3305
581,600227,赤天化,3.02,6.17,6.6131,21.8226,0.1283,353.5671,2.0798
582,000663,永安林业,3.01,6.24,26.4901,9.7184,0.0581,155.72299999999998,0.9311
583,600655,豫园商城,3.01,2.66,12.2043,49.7437,0.1068,1867.0877,4.0123
584,000916,华北高速,2.98,46.99,71.0967,82.4681,0.0756,175.4938,0.161
585,600530,交大昂立,2.98,12.69,70.3948,26.0128,0.1734,204.8801,1.3658
586,600222,太龙药业,2.98,21.03,58.4509,12.5284,0.092,59.5609,0.4374
587,600172,黄河旋风,2.97,13.64,31.4428,22.146,0.0826,162.2676,0.6054
588,000601,韶能股份,2.97,18.28,37.4985,51.7943,0.1326,283.3235,0.7257
589,600311,荣华实业,2.97,11.28,17.2611,27.980999999999998,0.1399,248.0094,1.24
590,000733,振华科技,2.96,15.78,29.4652,53.1761,0.1484,336.9638,0.9409
591,600589,广东榕泰,2.96,12.52,25.3067,16.3,0.1018,130.0905,0.813
592,000407,胜利股份,2.95,3.88,13.6119,15.4606,0.0645,397.6299,1.6596
593,600692,亚通股份,2.95,10.5,30.7432,9.5384,0.0754,90.814,0.7184
594,600318,新力金融,2.94,8.51,29.3856,17.8399,0.0891,209.5266,1.0476
595,600382,广东明珠,2.94,8.09,20.3041,14.5718,0.0852,180.0289,1.0535
596,600395,盘江股份,2.93,13.55,31.9724,33.7694,0.0909,249.1592,0.6709999999999999
597,600236,桂冠电力,2.93,27.32,52.1255,71.2663,0.1055,260.7819,0.3861
598,600053,九鼎投资,2.93,12.66,29.3726,19.7651,0.1227,156.0267,0.9686
599,000776,广发证券,2.91,20.31,54.2848,12.0634,0.0655,59.3859,0.3225
600,000786,北新建材,2.89,10.23,18.7513,34.5301,0.12,337.2238,1.1726
601,000419,通程控股,2.89,5.29,28.3655,16.688,0.095,315.1025,1.7953
602,600872,中炬高新,2.88,8.11,18.6618,38.9267,0.0864,479.7126,1.0658
603,000568,泸州老窖,2.88,7.02,66.3091,35.1515,0.0718,500.0959,1.0228
604,600328,兰太实业,2.87,15.62,55.5606,17.9998,0.1042,115.1759,0.667
605,600118,中国卫星,2.87,6.82,13.3338,8.0828,0.0426,118.4588,0.625
606,600744,华银电力,2.86,15.72,25.0584,74.1504,0.1149,471.4444,0.7307
607,600080,金花股份,2.86,32.24,72.1867,23.1012,0.1,71.6398,0.3103
608,600588,用友网络,2.85,21.84,93.0747,29.1364,0.2913,133.3533,1.3335
609,600388,龙净环保,2.85,10.61,23.8867,17.1163,0.1024,161.1835,0.9651
610,000606,神州易桥,2.84,12.18,42.4645,7.6814,0.1012,63.0531,0.8312
611,600881,亚泰集团,2.84,10.84,40.9495,48.1321,0.1013,443.9065,0.9343
612,000812,陕西金叶,2.83,10.7,26.3792,10.5191,0.0664,98.3009,0.6205
613,000976,春晖股份,2.82,6.83,8.7907,30.0466,0.0713,439.77,1.0442
614,600173,卧龙地产,2.81,9.11,27.2682,17.3327,0.0753,190.1128,0.8265
615,600131,岷江水电,2.8,22.37,47.777,11.8843,0.0434,53.1093,0.1941
616,000062,深圳华强,2.79,21.47,25.3079,32.9826,0.1219,153.5715,0.5679
617,600321,国栋建设,2.79,17.54,29.5183,29.756,0.1698,169.6235,0.9681
618,000692,惠天热电,2.77,8.76,20.5394,30.8749,0.1158,352.2869,1.3223
619,600119,长江投资,2.77,3.94,17.3583,10.0849,0.0611,255.3679,1.5476
620,600749,西藏旅游,2.77,22.62,58.7004,3.1685,0.0396,14.0024,0.175
621,000026,飞亚达A,2.76,14.57,38.5573,16.695,0.0669,114.5281,0.4593
622,600882,广泽股份,2.76,5.0,16.7346,13.6977,0.0737,273.8196,1.4733
623,600199,金种子酒,2.74,9.27,26.9883,27.031,0.078,291.5905,0.8417
624,000014,沙河股份,2.71,5.98,39.0143,5.5565,0.0619,92.8691,1.0359
625,000966,长源电力,2.71,5.73,15.0907,22.0452,0.0595,384.5848,1.0390000000000001
626,600784,鲁银投资,2.69,28.3,34.1304,14.3395,0.0635,50.6581,0.2244
627,600841,上柴股份,2.68,6.05,25.7506,43.5167,0.0906,719.1552,1.4972
628,000898,鞍钢股份,2.68,4.14,10.2104,196.58,0.0665,4747.115,1.6082
629,000609,绵石投资,2.67,10.84,14.6294,10.0772,0.0777,92.9351,0.7170000000000001
630,600059,古越龙山,2.67,12.52,43.6673,20.915,0.1015,166.9812,0.8105
