,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
27,600490,鹏欣资源,-0.05,-12.74,6.54,-2.13,-0.32,-729.73,-3.45,10转15,08-31
28,000403,ST生化,0.16,45.45,1.1,11.6,0.17,3481.12,48.46,,08-31
29,600115,东方航空,0.09,-59.43,1.9,4.75,0.52,99510.6,-59.41,,08-31
30,600571,信雅达,0.11,39.74,2.42,4.53,-0.64,2207.18,45.16,,08-31
31,000573,粤宏远A,0.05,34.1,2.3,2.01,0.11,2887.32,34.1,,08-31
32,000598,兴蓉环境,0.32,-34.69,3.44,9.26,0.4,36612.38,30.77,,08-31
33,601390,中国中铁,0.11,-6.67,3.45,3.28,-0.74,239044.6,-3.88,,08-31
34,000709,河钢股份,0.04,-66.67,4.03,0.92,0.04,39343.1,-51.03,,08-31
35,300355,蒙草生态,0.51,,3.57,15.22,-0.82,5186.99,,,08-31
36,600363,联创光电,0.11,-21.29,2.81,3.96,-0.0,4086.02,-21.37,,08-31
37,600381,青海春天,-0.03,-172.27,1.18,-2.27,-0.09,-4335.57,-355.36,,08-31
38,600520,中发科技,-0.04,-356.88,1.86,-2.18,-0.17,-465.02,-362.33,,08-31
39,000503,海虹控股,0.01,-46.51,1.36,0.83,-0.0,1031.4,-46.75,,08-31
40,601005,*ST重钢,-0.37,-4775.0,1.98,-17.28,1.07,-64804.6,-4689.56,,08-31
41,600219,南山铝业,0.2,-20.0,8.11,2.48,0.24,38882.17,-18.51,,08-31
42,002024,苏宁云商,0.25,-28.37,3.29,7.68,-0.26,175405.5,-29.11,,08-31
43,600648,外高桥,0.1,-23.53,4.64,2.23,-0.12,10512.53,-23.74,,08-31
44,300445,康斯特,0.25,-3.85,3.38,7.73,-0.12,770.65,-2.72,,08-31
45,600030,中信证券,0.2,-33.33,7.64,2.56,-0.66,224874.84,-24.37,,08-31
46,600432,*ST吉恩,-0.39,-880.0,3.75,-9.28,-0.27,-31859.66,-873.71,,08-31
47,600074,保千里,-0.15,-2300.0,0.42,-31.02,0.02,-10190.23,-2235.73,,08-31
48,000932,*ST华菱,-0.43,487.77,3.96,-10.34,1.06,-130464.35,497.28,,08-31
49,600241,时代万恒,0.01,-79.47,2.81,0.42,-0.03,210.25,-65.21,,08-31
50,600690,青岛海尔,0.69,21.05,3.63,20.49,1.26,185228.98,21.3,,08-31
51,600317,营口港,0.13,8.33,4.13,3.22,0.34,14544.08,9.94,,08-31
52,600775,南京熊猫,0.08,47.41,2.45,3.25,-0.15,5217.04,47.56,,08-31
53,600037,歌华有线,0.12,3.5,5.03,2.34,0.28,12528.5,3.42,,08-31
54,600827,百联股份,0.47,-5.81,6.79,7.08,0.03,81182.62,244.62,,08-31
55,000982,*ST中绒,0.24,-7.69,1.68,15.27,-0.39,13575.18,97.89,,08-31
56,600641,万业企业,0.01,-91.71,3.02,0.29,0.26,697.26,-91.66,,08-31
57,601218,吉鑫科技,0.07,-69.57,4.99,1.35,0.31,3038.94,-67.63,,08-31
58,600398,海澜之家,0.1,25.0,3.11,3.26,0.02,6546.15,27.64,,08-31
59,000021,深科技,0.05,-38.15,3.0,1.62,0.05,6616.02,-38.1,,08-31
60,600690,青岛海尔,0.69,21.05,3.63,20.49,1.26,185228.98,21.3,,08-31
61,600317,营口港,0.13,8.33,4.13,3.22,0.34,14544.08,9.94,,08-31
62,600775,南京熊猫,0.08,47.41,2.45,3.25,-0.15,5217.04,47.56,,08-31
63,600037,歌华有线,0.12,3.5,5.03,2.34,0.28,12528.5,3.42,,08-31
64,600827,百联股份,0.47,-5.81,6.79,7.08,0.03,81182.62,244.62,,08-31
65,000932,*ST华菱,-0.43,487.77,3.96,-10.34,1.06,-130464.35,497.28,,08-31
66,600641,万业企业,0.01,-91.71,3.02,0.29,0.26,697.26,-91.66,,08-31
67,601218,吉鑫科技,0.07,-69.57,4.99,1.35,0.31,3038.94,-67.63,,08-31
68,600398,海澜之家,0.1,25.0,3.11,3.26,0.02,6546.15,27.64,,08-31
69,000021,深科技,0.05,-38.15,3.0,1.62,0.05,6616.02,-38.1,,08-31
70,600068,葛洲坝,0.25,-1.59,3.38,7.42,-0.44,86278.4,-1.36,,08-31
71,600833,第一医药,0.08,-25.88,2.09,4.13,0.15,1834.5,3.81,,08-31
72,000982,*ST中绒,0.24,-7.69,1.68,15.27,-0.39,13575.18,97.89,,08-31
73,600593,大连圣亚,-0.04,-48.38,3.0,-1.37,0.23,-379.66,-48.56,,08-31
74,600291,西水股份,-0.04,-356.55,5.35,-0.7,-0.34,-1429.29,-356.61,,08-31
75,600734,实达集团,-0.01,-82.16,0.55,-1.76,-0.16,-355.19,-82.14,,08-31
76,600858,银座股份,0.32,21.06,4.63,7.2,0.35,16773.06,117.95,,08-31
77,600576,万家文化,-0.09,33.33,2.47,-3.73,-0.12,-2009.3,33.76,,08-31
78,000629,*ST钒钛,0.08,166.67,2.67,4.88,0.01,72865.06,316.9,,08-31
79,600652,游久游戏,0.03,10.0,1.75,1.91,0.53,1834.75,11.2,,08-31
80,601328,交通银行,0.5,16.28,4.82,10.82,3.17,3108800.0,17.78,,08-31
81,000659,*ST中富,0.0,-98.89,1.79,0.06,0.0,149.17,-97.83,,08-31
82,600673,东阳光科,0.1,-52.38,3.09,3.29,0.58,8279.81,-52.13,,08-31
83,600689,上海三毛,0.05,-4.0,2.07,2.35,-0.63,966.58,-3.75,,08-31
84,000815,美利云,-0.25,47.06,1.77,-13.14,-0.32,-7901.98,46.36,,08-31
85,600096,云天化,-0.34,-318.06,8.47,-3.85,0.9,-23536.99,-346.59,,08-31
86,600169,太原重工,-0.04,-122.8,2.32,-1.62,-0.27,-9185.9,-134.21,,08-31
87,600247,ST成城,0.0,-86.67,1.48,0.16,-0.25,82.54,-83.44,,08-31
88,600640,号百控股,0.16,-2435.82,4.37,3.63,0.04,8377.19,-3221.59,,08-31
89,000666,经纬纺机,0.46,-9.8,6.05,7.86,1.14,27828.98,-8.92,,08-31
90,300353,东土科技,0.28,15.89,2.93,10.18,0.29,1137.86,15.9,,08-31
91,601880,大连港,0.07,-8.26,2.86,2.35,0.08,30015.13,-11.13,,08-31
92,000880,潍柴重机,0.19,-36.67,4.14,4.76,0.2,5351.64,-35.71,,08-31
93,600569,安阳钢铁,-0.61,-2133.33,3.81,-14.73,0.21,-144863.02,-2126.3,,08-31
94,600586,金晶科技,-0.09,-190.0,3.02,-2.85,0.1,-12281.67,-190.15,,08-31
95,600234,ST山水,-0.09,80.0,-0.62,,0.0,-1727.12,67.87,,08-31
96,600626,申达股份,0.13,-14.03,2.75,4.62,-0.07,9139.21,-14.06,,08-31
97,600645,中源协和,0.04,37.5,0.52,8.74,0.23,1425.4,37.74,,08-31
98,600664,哈药股份,0.07,-82.5,3.94,1.72,0.39,12981.15,-80.03,,08-31
99,600007,中国国贸,0.19,216.67,4.47,4.35,0.47,19540.22,215.19,,08-31
100,600597,光明乳业,0.09,31.76,2.29,3.9,0.47,9667.57,31.89,,08-31
101,601107,四川成渝,0.21,14.01,3.18,6.69,0.21,64693.45,13.99,,08-31
102,601186,中国铁建,0.26,-10.34,5.39,4.86,-0.27,318843.6,-12.39,,08-31
103,600651,飞乐音响,0.11,-31.61,1.81,5.64,-0.09,6540.27,-31.48,,08-31
104,600773,西藏城投,0.12,-32.58,1.97,6.17,-0.89,6890.24,-32.96,,08-31
105,600844,*ST丹科,0.16,-511.48,1.42,12.06,0.43,12563.02,-511.49,,08-31
106,600150,中国船舶,0.35,-82.17,13.03,2.64,-1.01,47557.03,-62.91,,08-31
107,000545,金浦钛业,0.03,-130.0,-0.25,,0.0,430.39,-127.17,,08-31
108,600186,莲花健康,0.02,-111.79,0.83,2.02,0.01,1750.59,-111.78,,08-31
109,600602,云赛智联,0.03,-61.07,1.99,1.68,-0.06,3941.5,-61.04,,08-31
110,600338,西藏珠峰,-0.15,-1.57,-0.61,,-0.18,-2364.23,-2.02,,08-31
111,600360,华微电子,0.03,-50.0,2.42,1.12,0.08,1856.79,-55.88,,08-31
112,600830,香溢融通,0.12,-13.99,3.53,3.5,-0.05,5602.96,-13.87,,08-31
113,000899,赣能股份,0.12,-167.82,1.91,6.17,0.53,7455.51,-167.81,,08-31
114,600117,西宁特钢,0.08,-74.87,3.94,2.02,0.11,5833.89,-74.87,,08-31
115,000532,华金资本,0.03,142.86,1.8,1.82,0.01,1170.19,144.37,,08-31
116,600568,中珠医疗,0.22,214.29,5.69,3.87,-0.26,3601.76,194.8,10派0.25送2转10,08-31
117,600191,华资实业,-0.04,-125.36,3.38,-1.02,-0.17,-1721.26,-125.52,,08-31
118,601233,桐昆股份,0.08,-93.85,6.84,1.15,0.13,7549.13,-84.78,,08-31
119,600732,*ST新梅,-0.04,-115.14,2.21,-1.63,-0.03,-901.76,-115.13,,08-31
120,600221,海南航空,0.12,-25.0,3.52,3.44,0.46,49903.2,-25.46,,08-31
121,002700,新疆浩源,0.52,,3.24,17.75,0.48,2880.81,,,08-31
122,600295,鄂尔多斯,0.3,-38.78,5.53,5.47,0.91,30714.04,-38.74,,08-31
123,601669,中国电建,0.21,-23.93,3.02,7.13,-0.18,201443.16,10.66,,08-31
124,600331,宏达股份,-0.18,-151.45,1.08,-16.09,0.44,-18520.91,-151.44,,08-31
125,600033,福建高速,0.09,-9.01,2.58,3.33,0.26,23823.93,-9.03,,08-31
126,600843,上工申贝,0.06,16.76,1.56,4.04,0.07,2876.4,16.81,,08-31
127,000338,潍柴动力,1.14,-45.71,14.76,7.96,-0.66,189725.26,-45.82,,08-31
128,000917,电广传媒,0.28,-72.0,3.36,8.74,0.26,25112.77,-38.38,,08-31
129,000935,四川双马,-0.02,-113.33,3.12,-0.6,0.15,-1164.18,-112.95,,08-31
130,600155,宝硕股份,-0.13,1344.44,-1.28,,-0.07,-5243.81,1241.02,,08-31
131,600900,长江电力,0.17,5.96,4.04,4.09,0.45,284629.07,5.97,,08-31
132,000979,中弘股份,0.42,133.33,2.32,14.34,1.06,42066.33,135.42,,08-31
133,600567,山鹰纸业,0.02,-60.0,1.89,0.6,0.03,1797.09,-45.86,,08-31
134,600209,罗顿发展,0.0,-60.0,1.56,0.23,-0.01,159.17,-50.29,,08-31
135,603989,艾华集团,0.37,,3.51,11.2,0.5,5570.08,,,08-31
136,600081,东风科技,0.23,-15.49,2.22,11.07,0.33,7304.3,-15.48,,08-31
137,600555,海航创新,0.01,-87.5,1.39,1.0,-0.02,1778.15,-81.87,,08-31
138,000985,大庆华科,-0.1,-159.38,3.58,-2.55,0.03,-1231.06,-159.92,,08-31
139,600250,南纺股份,-0.19,-1118.42,0.9,-24.59,-0.56,-5004.77,-1118.14,,08-31
140,601398,工商银行,0.35,12.9,2.91,12.16,2.35,12316000.0,12.49,,08-31
141,601618,中国中冶,-0.01,-110.0,2.51,-0.39,-0.48,-18612.8,-109.45,,08-31
142,600307,酒钢宏兴,0.09,-57.98,3.05,3.08,0.03,37927.23,-57.97,,08-31
143,600325,华发股份,0.3,-15.77,7.83,3.87,-0.43,24431.47,-15.86,,08-31
144,600747,*ST大控,-0.05,60.71,0.72,-6.08,-0.06,-4826.54,64.03,,08-31
145,600782,新钢股份,-0.28,-275.0,5.87,-4.61,0.05,-38716.42,-275.18,,08-31
146,600166,福田汽车,0.87,159.7,5.42,19.07,0.04,183503.98,159.94,,08-31
147,600985,雷鸣科化,0.14,-39.13,3.48,3.99,0.04,1761.69,-29.91,,08-31
148,600595,中孚实业,-0.03,-142.86,3.47,-0.81,0.49,-4299.01,-140.03,,08-31
149,600630,龙头股份,0.06,17.65,3.5,1.67,0.17,2466.63,13.84,,08-31
150,600257,大湖股份,0.04,-13.8,1.45,2.49,-0.03,1521.12,-13.69,,08-31
151,600667,太极实业,0.08,-30.43,2.18,3.64,1.33,3648.48,-32.08,10派0.289送2.6转7.4,08-31
152,600388,龙净环保,0.56,3.7,10.96,5.06,-0.56,11939.73,5.31,,08-31
153,600031,三一重工,0.68,-12.82,2.94,23.33,-0.23,516018.9,-13.12,,08-31
154,600789,鲁抗医药,-0.12,-223.71,2.74,-4.39,0.01,-7146.12,-226.63,,08-31
155,000029,深深房A,0.04,-37.74,1.55,2.59,-0.12,4008.41,-37.66,,08-31
156,600058,五矿发展,-0.26,-142.48,8.0,-3.13,3.02,-27984.92,-142.48,,08-31
157,600226,升华拜克,0.08,-56.53,3.31,2.37,0.48,3146.25,-56.54,,08-30
158,601336,新华保险,0.61,-34.41,11.2,5.72,10.6,190400.0,7.27,,08-30
159,000702,正虹科技,0.02,100.0,1.73,1.01,0.43,457.4,19.62,,08-30
160,601866,中远海发,-0.11,102.96,2.12,-5.04,-0.12,-128098.54,103.22,,08-30
161,000939,凯迪生态,0.04,-93.75,2.6,1.61,-0.31,4080.66,-93.27,,08-30
162,000536,华映科技,0.19,0.26,3.44,5.37,0.29,13549.85,0.27,,08-30
163,000637,茂化实华,0.01,-76.67,1.4,0.5,-0.08,361.24,-74.72,,08-30
164,000687,华讯方舟,0.01,-95.45,2.14,0.34,0.01,423.06,-95.0,,08-30
165,600696,*ST匹凸,0.02,-51.52,1.46,1.12,-0.16,551.3,-51.42,,08-30
166,601985,中国核电,,,,,,130399.47,11.2,,08-30
167,000823,超声电子,0.28,57.29,4.32,6.8,0.21,12538.58,57.67,,08-30
168,600104,上汽集团,0.98,5.39,9.93,10.08,0.98,1078397.15,25.74,,08-30
169,600629,华建集团,0.03,-80.77,2.27,1.09,0.12,853.49,-77.41,,08-30
170,000625,长安汽车,0.12,-45.45,3.19,2.6,0.14,57002.94,-45.19,,08-30
171,601288,农业银行,0.25,19.05,2.13,11.63,1.57,8049900.0,20.75,,08-30
172,000046,泛海控股,0.01,-146.67,1.7,0.38,-0.04,3013.09,-189.33,,08-30
173,600091,ST明科,-0.13,8.33,1.53,-8.41,-0.12,-4496.11,12.32,,08-30
174,000959,首钢股份,-0.12,-214.26,2.44,-4.71,-0.06,-34942.66,-214.28,,08-30
175,600170,上海建工,0.3,-26.83,4.72,6.49,-1.47,69556.42,62.74,,08-30
176,000977,浪潮信息,0.11,-47.68,5.19,2.13,-1.0,2375.7,-47.69,,08-30
177,000566,海南海药,0.24,-53.67,5.55,4.44,0.02,5973.43,-46.12,10转10,08-30
178,601010,文峰股份,0.46,-17.86,6.75,6.68,-0.16,22614.42,1.04,,08-30
179,600392,盛和资源,-0.79,338.89,0.61,-78.49,0.74,-12423.86,331.59,,08-30
180,000625,长安汽车,0.12,-45.45,3.19,2.6,0.14,57002.94,-45.19,,08-30
181,601288,农业银行,0.25,19.05,2.13,11.63,1.57,8049900.0,20.75,,08-30
182,000046,泛海控股,0.01,-146.67,1.7,0.38,-0.04,3013.09,-189.33,,08-30
183,600091,ST明科,-0.13,8.33,1.53,-8.41,-0.12,-4496.11,12.32,,08-30
184,000566,海南海药,0.24,-53.67,5.55,4.44,0.02,5973.43,-46.12,10转10,08-30
185,601010,文峰股份,0.46,-17.86,6.75,6.68,-0.16,22614.42,1.04,,08-30
186,600392,盛和资源,-0.79,338.89,0.61,-78.49,0.74,-12423.86,331.59,,08-30
187,000816,智慧农业,0.05,25.35,1.94,2.34,0.04,4900.09,29.68,,08-30
188,000959,首钢股份,-0.12,-214.26,2.44,-4.71,-0.06,-34942.66,-214.28,,08-30
189,600170,上海建工,0.3,-26.83,4.72,6.49,-1.47,69556.42,62.74,,08-30
190,000977,浪潮信息,0.11,-47.68,5.19,2.13,-1.0,2375.7,-47.69,,08-30
191,600230,沧州大化,0.46,224.45,5.22,9.16,0.4,11872.49,224.39,,08-30
192,000616,海航投资,0.18,100.0,3.18,5.67,0.8,21019.31,104.14,,08-30
193,600322,天房发展,0.09,-25.0,3.84,2.38,0.3,10133.71,-22.84,,08-30
194,300354,东华测试,0.24,,3.38,7.39,-0.12,801.4,,,08-30
195,600362,江西铜业,0.74,-39.34,11.64,6.47,0.4,257618.13,-39.08,,08-30
196,600816,安信信托,0.25,75.39,1.4,19.44,-0.45,11259.72,75.38,,08-30
197,600103,青山纸业,-0.06,-362.26,1.53,-3.59,-0.14,-5901.1,-361.69,,08-30
198,600570,恒生电子,0.09,-18.55,1.94,4.68,-0.22,5797.43,-15.89,,08-30
199,000829,天音控股,0.05,-183.33,2.36,2.13,-0.91,4703.81,-180.47,,08-30
200,000908,景峰医药,-0.06,-7.46,-0.06,,-0.02,-1729.98,-7.26,,08-30
201,600501,航天晨光,0.1,11.11,2.98,3.26,-0.27,3784.22,29.42,,08-30
202,600163,中闽能源,-0.32,200.0,1.71,-16.97,0.01,-22955.42,199.65,,08-30
203,000989,九芝堂,0.18,-15.49,4.67,3.7,0.15,5473.71,-13.8,,08-30
204,600199,金种子酒,0.55,52.98,3.51,16.28,0.6,30780.8,53.0,,08-30
205,000700,模塑科技,0.08,-15.78,3.44,2.02,0.42,2491.61,-15.79,,08-30
206,000014,沙河股份,-0.05,-377.6,2.71,-1.94,-0.28,-1074.82,-377.39,,08-30
207,600061,国投安信,-0.03,-175.0,1.33,-2.23,-0.21,-1288.32,-174.94,,08-30
208,600078,澄星股份,0.04,-10.08,2.62,1.7,1.09,2952.8,-8.65,,08-30
209,601018,宁波港,0.12,20.0,2.02,5.92,-0.01,153353.6,23.72,,08-30
210,601126,四方股份,0.17,28.67,6.64,2.58,-0.74,7062.31,30.58,,08-30
211,600678,四川金顶,-0.15,-39.77,-2.2,,-0.08,-5217.92,-39.76,,08-30
212,600779,水井坊,0.47,42.42,3.65,12.91,0.11,22986.9,44.53,,08-30
213,600512,腾达建设,0.02,-16.67,1.41,1.55,-0.11,1702.04,-5.38,,08-30
214,000622,恒立实业,-0.04,-44.78,-1.32,,0.04,-525.53,-44.55,,08-30
215,300370,安控科技,-0.11,-255.43,3.3,-3.24,-1.32,-475.0,-249.32,,08-30
216,000807,云铝股份,-0.02,-153.33,2.56,-0.63,0.52,-2506.78,-179.95,,08-30
217,000501,鄂武商A,0.48,11.63,4.47,11.19,1.17,24114.39,9.5,,08-30
218,600962,国投中鲁,0.2,98.06,5.1,4.09,2.72,4121.33,97.74,,08-30
219,000608,阳光股份,0.07,600.0,3.45,2.07,0.16,5290.8,867.77,,08-30
220,600671,天目药业,-0.21,-7163.33,1.17,-16.63,-0.08,-2579.96,-7239.81,,08-30
221,600705,中航资本,0.44,4788.89,4.73,8.3,-5.75,33837.26,13615.08,,08-30
222,601919,中远海控,-0.48,77.78,2.93,-15.07,-0.31,-487153.52,79.72,,08-30
223,600354,敦煌种业,-0.33,134.29,2.15,-14.16,0.59,-14699.92,417.5,,08-30
224,000031,中粮地产,0.03,-50.0,2.42,1.35,0.15,6083.34,-44.33,,08-30
225,000089,深圳机场,0.17,-20.12,4.16,4.04,0.21,28111.63,-20.12,,08-30
226,000996,中国中期,0.06,-12.22,2.2,2.68,-0.04,1338.89,-12.24,,08-30
227,002032,苏泊尔,0.35,-12.5,4.43,7.8,0.55,22003.74,-4.81,,08-30
228,002048,宁波华翔,0.24,-29.41,4.89,4.75,-0.17,13061.14,-31.55,,08-30
229,600639,浦东金桥,0.2,-41.58,4.47,4.59,-0.23,18919.13,-41.59,,08-30
230,600283,钱江水利,0.03,-80.0,3.26,0.97,0.07,956.13,-77.04,,08-30
231,600396,金山股份,0.15,81.23,3.2,4.82,1.72,5129.91,81.3,,08-30
232,600082,海泰发展,0.04,-33.33,2.55,1.52,-0.7,2530.94,-29.01,,08-30
233,600100,同方股份,0.08,19.82,4.3,1.79,-0.37,15507.44,19.93,,08-30
234,600216,浙江医药,1.21,-8.33,10.4,11.65,0.71,54410.13,-8.69,,08-30
235,601163,三角轮胎,,,,,,35080.63,-14.82,,08-30
236,600889,南京化纤,-0.1,-205.32,2.83,-3.45,1.32,-3051.92,-206.11,,08-30
237,600556,ST慧球,-0.01,72.41,-0.11,,0.01,-196.57,71.91,,08-30
238,000987,越秀金控,0.53,-5.36,4.93,10.67,-0.56,19156.45,-5.39,,08-30
239,000587,金洲慈航,0.13,-93.93,1.69,7.95,-0.12,7189.77,-81.88,,08-30
240,600613,神奇制药,0.08,-9.09,1.38,6.3,0.04,1244.41,-4.35,,08-30
241,601106,*ST一重,0.01,7.06,2.56,0.36,-0.18,5973.69,6.96,,08-30
242,600754,锦江股份,0.37,16.66,6.75,5.4,0.46,22476.7,16.66,,08-30
243,600561,江西长运,0.37,-5.13,4.27,8.77,1.06,6906.75,-5.2,,08-30
244,601012,隆基股份,0.07,-93.0,5.51,1.38,-0.08,3094.65,-86.19,,08-30
245,600759,洲际油气,0.03,-36.65,1.63,1.98,0.13,3970.28,-36.62,,08-30
246,000035,中国天楹,-0.8,900.0,-8.95,,-2.18,-11997.25,853.34,,08-30
247,600491,龙元建设,0.35,165.38,2.95,11.85,-0.41,32690.68,165.65,,08-30
248,600848,上海临港,0.01,48.53,0.44,2.31,-0.05,401.82,47.22,,08-30
249,601058,赛轮金宇,0.15,-20.89,4.92,3.13,0.27,5825.45,9.74,,08-30
250,000669,金鸿能源,-0.05,105.38,1.56,-2.9,0.38,-423.64,105.32,,08-30
251,601888,中国国旅,0.65,71.81,5.86,11.45,0.45,56845.42,71.93,,08-30
252,000883,湖北能源,0.17,30.77,4.56,3.84,0.7,35779.14,37.87,,08-30
253,601006,大秦铁路,0.41,-2.38,4.24,9.35,0.27,606517.12,-1.93,,08-29
254,601800,中国交建,0.31,-20.51,4.88,6.31,-0.31,485003.64,-15.24,,08-29
255,300477,合纵科技,0.29,38.1,2.87,10.02,-0.26,2349.78,35.65,,08-29
256,600876,洛阳玻璃,-0.09,-161.31,0.16,-43.12,-0.03,-4501.92,-161.32,,08-29
257,002030,达安基因,0.09,0.0,1.3,7.47,-0.04,3809.68,22.57,,08-29
258,600617,国新能源,0.02,-81.45,-0.33,,-0.03,392.42,-81.04,,08-29
259,002351,漫步者,0.16,-15.79,5.29,3.05,0.01,4793.38,-11.91,,08-29
260,600654,*ST中安,0.05,-16.67,1.76,3.11,-0.01,4073.13,-12.21,,08-29
261,002383,合众思壮,-0.12,-172.4,7.63,-1.53,-0.14,-2239.11,-194.12,,08-29
262,601699,潞安环能,0.79,-8.14,7.08,11.3,0.51,182637.49,-7.62,,08-29
263,000721,西安饮食,0.04,-72.54,2.3,1.82,-0.03,824.64,-72.52,,08-29
264,002142,宁波银行,0.75,31.58,7.06,10.93,-2.12,215789.4,30.38,,08-29
265,603799,华友钴业,,,,,,7458.9,-11.85,,08-29
266,600038,中直股份,0.14,35.95,4.6,3.02,0.09,4619.42,36.03,,08-29
267,600171,上海贝岭,0.04,311.11,2.56,1.43,0.06,2483.31,300.11,,08-29
268,002356,赫美集团,0.04,-20.0,11.47,0.38,-1.5,352.48,-12.76,,08-29
269,002083,孚日股份,0.09,-25.0,3.13,2.91,0.35,8410.68,-27.43,,08-29
270,002115,三维通信,0.12,-43.51,2.98,4.14,-0.58,4260.01,-9.91,,08-29
271,600746,江苏索普,-0.09,-461.48,1.38,-6.21,0.02,-2701.45,-461.63,,08-29
272,002163,中航三鑫,-0.06,-250.0,1.78,-3.21,-0.2,-4780.52,-244.94,,08-29
273,002179,中航光电,0.25,13.64,3.6,6.97,-0.38,9910.03,11.2,,08-29
274,600800,天津磁卡,-0.02,325.0,0.02,-32.39,-0.12,-1455.32,321.68,,08-29
275,600817,*ST宏盛,-0.01,-95.33,-13.63,,-0.0,-59.9,-95.64,,08-29
276,002565,顺灏股份,0.17,-64.58,4.44,3.86,-0.13,5864.94,4.64,,08-29
277,600515,海航基础,-0.06,20.0,0.36,-14.92,0.24,-1722.04,9.55,,08-29
278,002260,德奥通航,-0.04,-174.2,1.99,-1.77,-0.21,-578.11,-175.19,,08-29
279,600959,江苏有线,,,,,,30438.18,,,08-29
280,601169,北京银行,0.79,-3.66,9.2,10.77,2.37,640089.1,25.51,,08-29
281,002072,凯瑞德,-0.06,-47.06,1.15,-5.34,-0.05,-1112.8,-46.79,,08-29
282,002409,雅克科技,0.3,-4.85,6.88,3.19,-0.04,3650.83,3.08,,08-29
283,002473,*ST圣莱,0.05,-37.5,2.68,1.9,0.12,835.54,-30.54,,08-29
284,600009,上海机场,0.39,2.63,7.76,4.8,0.28,75478.21,4.41,,08-29
285,000009,中国宝安,0.05,-75.0,2.57,1.91,0.11,5223.2,-75.89,,08-29
286,002505,大康农业,0.11,-64.52,5.31,3.22,0.25,2765.7,-19.97,,08-29
287,000070,特发信息,0.1,87.43,3.29,2.94,-0.3,2385.03,87.27,,08-29
288,002297,博云新材,0.1,42.86,2.88,3.6,-0.01,2182.32,36.98,,08-29
289,000541,佛山照明,0.14,16.67,2.99,4.71,0.24,13452.29,14.13,,08-29
290,000610,西安旅游,0.13,34.0,2.35,5.61,0.42,2519.85,33.96,,08-29
291,002061,江山化工,0.33,100.61,4.12,8.3,0.23,4603.0,100.81,,08-29
292,601333,广深铁路,0.1,-23.08,3.57,2.65,0.11,67844.91,-25.87,,08-29
293,002093,国脉科技,0.07,-64.47,1.32,5.29,-0.03,5876.88,-28.89,,08-29
294,600356,恒丰纸业,0.21,5.0,5.74,4.0,0.1,4965.67,6.9,,08-29
295,002141,贤丰控股,-0.01,-114.63,1.67,-0.4,0.06,-120.86,-114.63,,08-29
296,603002,宏昌电子,0.07,-12.5,2.07,4.15,0.13,2278.38,-5.69,10派0.3,08-29
297,600793,宜宾纸业,0.01,-106.36,-0.28,,-0.55,73.06,-106.4,,08-29
298,002543,万和电气,0.63,1.61,11.1,5.79,0.44,12665.63,6.28,,08-29
299,600489,中金黄金,0.42,-2.33,4.73,9.25,0.36,82440.76,3.54,,08-29
300,600604,市北高新,-0.01,-166.03,0.28,-3.51,-0.3,-583.62,-166.07,,08-29
